Amount,CustomerID,TransactionAmount,MerchantID,AnomalyScore,Category,Age,AccountBalance,SuspiciousFlag,Hour,gap
43.70840792478152,0.0,93.77205484031296,0.0,0.6197677738327129,0.06678700361010831,36.0,1066.8218890735227,0,23.0,2434.0
64.53005519809946,0.0,17.582332248236945,0.0,0.9006613149035796,0.10288808664259928,32.0,7936.599863876351,0,6.0,5515.0
76.69438065723335,0.0,85.41060234996587,0.0,0.0544733537759822,0.11190053285968028,25.0,9110.75997060382,0,20.0,6710.0
53.68542459190105,0.0,19.662191406390647,0.0,0.4690845578042183,0.11190053285968028,21.0,4464.09657905452,0,20.0,4129.0
16.08589411718914,0.0,67.98370546955184,0.0,0.8274881675464614,0.10288808664259928,46.0,6954.113277430043,0,12.0,262.0
66.83710590426489,0.0,95.45183606202004,0.0,0.1893255546686958,0.10245901639344263,60.0,1234.0201735535898,0,0.0,6436.0
60.47668523502013,1.0,89.70288298325814,1.0,0.6452388165126928,0.11190053285968028,36.0,2197.3728511687937,0,1.0,7117.0
71.39026147693296,0.0,15.283329171339304,0.0,0.1487615666829774,0.10245901639344263,50.0,2056.575264159098,0,6.0,1420.0
53.11360984254355,0.0,91.78341774517884,1.0,0.9421087754833416,0.06678700361010831,24.0,4166.566776819918,0,20.0,6437.0
72.80565790564518,0.0,30.29668506757788,0.0,0.8478222589815764,0.11190053285968028,58.0,9533.187803852925,0,20.0,6305.0
57.6904461101671,0.0,60.02230389728521,0.0,0.6222942468380459,0.10288808664259928,25.0,2348.4369821423124,0,15.0,3843.0
90.11249482410608,0.0,19.846511144834565,0.0,0.8345957776472346,0.10288808664259928,31.0,9042.1505994407,0,18.0,7599.0
49.27181846472011,0.25,28.827456335214634,0.0,0.7325007970687409,0.10245901639344263,34.0,2624.879018905095,0,0.0,1649.0
66.52098872036129,0.0,22.57718553674165,0.0,0.6908175192955948,0.09187279151943463,44.0,7270.629824498357,0,2.0,6643.0
54.76695147709246,0.0,99.70095292658164,0.0,0.9322115997176053,0.09187279151943463,19.0,5161.802299902432,0,0.0,6480.0
52.32513791660939,0.0,15.10143641335488,0.0,0.5045592835632614,0.11190053285968028,41.0,3012.674360651512,0,2.0,1966.0
25.186516895219803,0.0,92.3020675826626,0.0,0.7531774861461045,0.10245901639344263,33.0,6205.925708852244,0,12.0,3278.0
81.35114072984013,0.0,14.24992204007328,0.0,0.7435069139796577,0.10288808664259928,24.0,5156.620689241247,0,8.0,5915.0
95.53397615237758,0.0,65.87179540395962,0.0,0.5237936711325226,0.06678700361010831,38.0,3512.123674248801,0,18.0,6280.0
49.728156611667096,0.0,41.49638457600635,0.0,0.0449665707721073,0.10245901639344263,35.0,2756.719637372936,0,1.0,2069.0
61.79108220832392,0.0,17.506963164042254,0.0,0.5594594449033577,0.11190053285968028,32.0,2900.4553095778297,0,0.0,3278.0
57.13171467015537,0.0,21.319784705297124,0.0,0.6173982314811656,0.09187279151943463,45.0,9850.14305143812,0,18.0,62.0
81.90520022445274,0.0,97.88200354354994,0.0,0.2920182427292193,0.09187279151943463,32.0,5366.645735017735,0,4.0,2554.0
46.38178210882442,0.0,80.19334676881843,0.0,0.7719655995032005,0.11190053285968028,36.0,1095.4992436211676,0,4.0,4897.0
68.47759467517236,0.0,81.9135882049109,0.0,0.6833938890948555,0.06678700361010831,42.0,9016.161808029854,0,19.0,1282.0
42.53906105747868,0.0,64.19511900324498,0.0,0.6409099508922996,0.11190053285968028,63.0,9813.104267207618,0,22.0,4268.0
95.4499612958776,0.0,73.77525424932857,0.0,0.1214045348679501,0.10288808664259928,31.0,5733.890360187558,0,23.0,5586.0
44.96542614839467,0.0,58.76893146196183,0.0,0.8129294224203685,0.06678700361010831,20.0,6384.098737636499,0,7.0,6617.0
78.96585567179554,1.0,12.816453338035974,0.5,0.0253023223926407,0.06678700361010831,30.0,3610.746229811158,0,7.0,4533.0
67.14160512767407,0.0,94.36795108313676,0.0,0.7736475728645871,0.11190053285968028,53.0,4261.0257656853,0,5.0,7866.0
39.61664701989122,1.0,18.69570954246603,1.0,0.6147422606577434,0.11190053285968028,59.0,8805.228463200092,0,3.0,6035.0
29.37722399784401,0.0,86.25979910502856,0.0,0.8856931807026572,0.10288808664259928,38.0,1422.7885418348817,0,16.0,5416.0
45.70162567357598,0.0,90.87462122721696,0.0,0.3399097276849432,0.06678700361010831,44.0,3566.708619970577,0,3.0,2140.0
71.05251560829633,0.0,59.02101384413184,0.0,0.7659864127503142,0.10245901639344263,41.0,8661.123275021575,0,5.0,2859.0
36.69041019392708,0.0,12.12254245360092,0.0,0.0684288296224544,0.11190053285968028,30.0,6188.207048223533,0,2.0,312.0
13.95617054867489,0.0,74.26230888019207,0.0,0.6859478569349727,0.09187279151943463,46.0,1240.5687506376066,0,8.0,7332.0
18.816559871259763,0.5,86.60336315148352,0.0,0.1172270129666085,0.09187279151943463,20.0,1605.1830223444126,0,2.0,4617.0
33.244828653364486,0.0,46.76970915270883,0.0,0.0570422749934419,0.10245901639344263,40.0,8066.793980011294,0,15.0,2672.0
91.31459167426786,0.0,26.446776641950148,0.0,0.7438803500224423,0.09187279151943463,50.0,8327.982219987116,0,19.0,7589.0
42.84754829187399,0.0,1499.958966331711,0.0,0.7923654383282546,0.09187279151943463,41.0,8145.716961933464,0,12.0,6935.0
38.904516676627495,0.0,46.75932152015001,0.0,0.7100633287475306,0.11190053285968028,46.0,7450.655200266236,0,12.0,1097.0
27.45325041800835,0.0,39.46756691514764,0.0,0.0913707168342742,0.10245901639344263,19.0,3873.114098884479,0,11.0,3471.0
78.36747206043667,0.0,36.05963166323484,0.0,0.929252505007918,0.10288808664259928,30.0,5237.362659394335,0,14.0,6475.0
51.83360631526072,0.0,59.400452418881045,0.0,0.2872919661597306,0.11190053285968028,43.0,4432.111543522933,0,0.0,5990.0
77.03446107435107,0.0,97.40425526880573,0.0,0.4902263049579259,0.10245901639344263,21.0,1176.1933972791471,0,22.0,2485.0
46.27242820764271,1.0,56.713753922832645,0.5,0.7231559136850698,0.10288808664259928,19.0,8962.533422162362,0,18.0,7498.0
60.55753498831186,0.0,18.464473063694516,0.0,0.0461086847315863,0.10288808664259928,29.0,5623.252512985242,0,5.0,927.0
53.74677259325791,0.0,23.64501877628468,0.0,0.4434921859360961,0.11190053285968028,45.0,2678.4640278324505,0,1.0,7522.0
91.45023772992027,0.0,71.978018411414,0.0,0.3440045652007472,0.10245901639344263,41.0,8256.539954240321,0,5.0,3116.0
49.117784752985486,0.0,66.61664937334466,0.0,0.0197037077938792,0.11190053285968028,64.0,5845.282527232764,0,19.0,5199.0
64.5718328027364,0.0,24.15477880208928,0.0,0.2495184980709942,0.09187279151943463,61.0,4063.834752259486,0,8.0,1575.0
23.58362960257725,0.0,57.03916335522301,0.0,0.3020406825879665,0.09187279151943463,56.0,2826.308677307597,0,22.0,2695.0
70.42022767119059,0.0,37.29432047861008,0.0,0.6825681519194906,0.10288808664259928,28.0,6066.732483361833,0,17.0,4855.0
77.8674805265747,0.0,98.31931048164832,0.0,0.0883534804983534,0.06678700361010831,41.0,4172.839941969981,0,13.0,2606.0
86.4977262658345,0.0,59.66603386833231,0.0,0.8816797312550169,0.11190053285968028,22.0,1731.5800323962562,0,13.0,3358.0
83.07314732308362,0.0,35.28523016352278,0.0,0.96964091494758,0.06678700361010831,35.0,9923.294751661031,0,14.0,2696.0
72.39437893202125,0.0,83.98202997348685,0.0,0.2393485083514909,0.10245901639344263,53.0,4481.981390170936,0,3.0,1812.0
11.031430950936056,1.0,31.846073845184858,1.0,0.0659828296829416,0.10245901639344263,19.0,1682.7623619613978,0,8.0,304.0
95.08099213774992,0.0,24.65638285848288,0.0,0.7138461471433517,0.11190053285968028,20.0,1062.1942854047857,0,0.0,6658.0
53.86944122133298,0.0,30.29306643757113,0.0,0.9657124666250938,0.10245901639344263,33.0,6962.418454294554,0,19.0,7575.0
80.93391566329565,0.0,74.84746774874547,0.0,0.0284631461889551,0.10288808664259928,41.0,2515.3428609285165,0,13.0,220.0
71.61130385473706,0.0,97.49946610767256,0.0,0.8999922349367843,0.06678700361010831,20.0,6736.3367322350405,0,3.0,6709.0
68.40559648645225,0.0,31.82552417163345,0.0,0.9283976195053744,0.11190053285968028,52.0,6558.838487690128,0,6.0,3466.0
1999.9936947465596,0.5,59.3527409196851,0.0,0.449942158909427,0.09187279151943463,42.0,1468.690111840222,0,18.0,6619.0
94.39036542036212,0.0,41.68663713069272,0.0,0.9896492027509822,0.06678700361010831,33.0,8597.360953132844,0,12.0,5528.0
30.209434350053066,0.3333333333333333,43.11060848287136,0.0,0.3184941495058904,0.09187279151943463,24.0,6982.728576490698,0,9.0,206.0
16.86328257923531,0.0,17.262599377589904,0.0,0.7727123539011401,0.09187279151943463,40.0,3961.6650607869256,0,6.0,782.0
11.25073335030242,1.0,49.50701077371082,1.0,0.3867911549362038,0.10288808664259928,45.0,8108.260227568802,0,8.0,2890.0
40.644527229349976,0.0,50.46717680797036,0.0,0.7076586877374098,0.09187279151943463,59.0,8869.1153497675,0,21.0,3011.0
12.894626388397963,0.0,89.37959426167993,0.0,0.6029306415064207,0.10245901639344263,53.0,1545.4944352445632,0,20.0,4558.0
33.2610329558831,0.0,40.2910810599725,0.0,0.272889828525417,0.06678700361010831,45.0,8887.078419922771,0,10.0,7247.0
54.25904969102572,0.0,31.40038807426706,0.0,0.7099335525582806,0.06678700361010831,60.0,6646.504988089807,0,11.0,198.0
73.56987280329979,0.0,77.96811895169593,0.0,0.7862996940083715,0.11190053285968028,39.0,4555.586076115455,0,22.0,1427.0
58.04059468645255,0.0,29.05940825480493,0.0,0.3058727747652531,0.10245901639344263,41.0,1154.6838236011467,0,12.0,7827.0
17.422578306443594,0.0,91.8336077897829,0.0,0.0215516688918022,0.09187279151943463,49.0,7866.164951318942,0,22.0,3593.0
90.52732731553031,0.0,42.35851229573093,0.5,0.8154795463410309,0.10288808664259928,33.0,4556.776239197654,0,13.0,1987.0
54.35428180950381,0.0,42.74450795654037,0.0,0.7812862739225542,0.06678700361010831,41.0,1258.262569296823,0,7.0,2953.0
75.48031472519584,1.0,44.415863679238285,0.5,0.5402297602735144,0.06678700361010831,27.0,7214.051557503425,0,8.0,6696.0
43.59421647444028,0.0,83.73393916058357,0.0,0.2519303987044922,0.11190053285968028,41.0,8417.419470511106,0,8.0,7779.0
18.065526131334902,0.0,53.0630846109745,0.0,0.8260770253790922,0.11190053285968028,54.0,4686.778861652745,0,8.0,5121.0
22.815038587348155,0.0,54.453543816958415,0.0,0.6654436787864723,0.09187279151943463,48.0,4729.613859381647,0,5.0,4490.0
33.015731403849855,0.0,62.34934630338804,0.0,0.4091805696184973,0.09187279151943463,33.0,7774.029603352628,0,7.0,697.0
76.04894707127784,0.0,63.301118681512925,0.0,0.1358437683395913,0.11190053285968028,41.0,7138.765571711175,0,23.0,4231.0
90.70303814715132,0.0,86.41276297504247,0.0,0.4660799548017869,0.10288808664259928,41.0,4224.411576385924,0,12.0,925.0
73.97595804781163,0.25,29.420711275198972,0.0,0.1911156007527789,0.11190053285968028,47.0,2275.809947951487,0,13.0,2201.0
41.4935286647796,0.0,12.467319178659526,0.0,0.1517404180291082,0.06678700361010831,48.0,2510.127777275352,0,6.0,909.0
90.31083474820412,0.5,18.695026828427856,0.5,0.1521575210422941,0.11190053285968028,52.0,6425.782930051723,0,11.0,7750.0
80.72447426955218,0.0,21.669623066952447,0.0,0.5875398941654686,0.10245901639344263,41.0,4765.110910882317,1,7.0,1565.0
80.93400785225326,1.0,64.6129877465966,1.0,0.84949777225038,0.10245901639344263,59.0,9079.717409033536,0,14.0,6322.0
15.09468822463502,0.0,58.306612458509726,0.0,0.7087015317693104,0.10288808664259928,25.0,8366.321389555775,0,15.0,4126.0
34.69349692314495,0.0,35.05601958450262,0.0,0.6150028994895113,0.10245901639344263,28.0,1918.755355269064,0,1.0,6258.0
99.31974167457425,0.0,16.897437322043537,0.0,0.4595018159874336,0.10245901639344263,30.0,1461.309046076866,1,12.0,5141.0
96.75419100628886,0.0,17.47505350224008,0.0,0.9864359409836312,0.10288808664259928,20.0,6607.045439390239,0,1.0,4333.0
81.25235872009043,0.0,83.47349184799003,0.0,0.6687222948574295,0.10288808664259928,53.0,8291.014693693753,0,16.0,7281.0
43.1586879604721,0.0,45.809167101586524,0.5,0.8436287770975557,0.06678700361010831,24.0,2836.7005099299067,0,19.0,379.0
93.07713139435128,0.0,43.321146343453215,0.0,0.3052214217075412,0.10245901639344263,54.0,9909.6335928905,0,4.0,4783.0
65.85280281350643,0.5,36.3314281191187,0.0,0.5187293727735355,0.09187279151943463,52.0,6425.782930051723,0,21.0,7771.0
67.22450878789611,0.25,43.99755170151542,0.0,0.0804558702982652,0.06678700361010831,34.0,2624.879018905095,0,11.0,1738.0
73.7294793654498,0.0,34.66786730758542,0.0,0.9036697489994014,0.10288808664259928,59.0,2694.884718991697,0,20.0,5273.0
13.901831078646168,0.0,82.32873632238156,0.0,0.1077831073925148,0.09187279151943463,18.0,6427.720634939462,0,15.0,859.0
24.9669776731274,0.0,93.75290504466024,0.0,0.7526864149482138,0.09187279151943463,26.0,5394.584752834894,0,17.0,2065.0
27.981933224803605,0.0,95.48263730912164,0.0,0.1414272571871384,0.09187279151943463,40.0,2115.12936495508,0,15.0,6673.0
42.10564950722937,0.0,82.22446817618038,0.0,0.5273443905244427,0.10288808664259928,51.0,5146.8568757862,0,2.0,7838.0
16.245135841995577,0.0,11.86436760287797,0.0,0.2680831587819309,0.10288808664259928,23.0,3917.3742557278856,0,3.0,678.0
39.305650177964544,0.3333333333333333,49.85061286539872,0.0,0.9426925089433028,0.10245901639344263,52.0,4001.320188146037,0,7.0,6375.0
69.63185653396293,0.0,26.62070360802818,0.0,0.0560129754490491,0.10288808664259928,22.0,9544.378338015553,0,19.0,2440.0
33.85334827981414,0.0,12.476309609273002,0.0,0.0847476282834556,0.06678700361010831,29.0,2067.898523470538,0,0.0,4463.0
68.79045067484265,0.0,53.79928695658072,0.0,0.9508801880621416,0.11190053285968028,42.0,3529.5325019306133,0,3.0,7025.0
37.20609199314217,0.0,78.90714563166229,0.0,0.0114147902488062,0.11190053285968028,55.0,7004.055150152488,0,16.0,1278.0
58.1987435278174,0.0,69.48311786357922,0.5,0.6921715865662851,0.09187279151943463,41.0,7457.017612601928,0,6.0,6171.0
20.81632546617664,0.5,47.89171644984173,1.0,0.0564047100137096,0.10245901639344263,42.0,2991.8816359316697,0,4.0,855.0
65.37251491584507,0.0,53.2603182382576,0.0,0.0743421302734858,0.11190053285968028,64.0,3779.335847278551,0,9.0,738.0
95.4126653243008,0.0,36.36797137464602,0.0,0.6249654808484708,0.09187279151943463,35.0,6788.819665065746,0,1.0,5470.0
39.32882551321761,0.0,60.13200290057651,0.0,0.5139810772615393,0.11190053285968028,46.0,4455.07622320536,0,13.0,3181.0
91.6605525027834,0.0,26.043982185767582,0.0,0.9103985078762532,0.06678700361010831,39.0,6991.945435367951,0,10.0,5615.0
11.26454955204274,0.0,53.343570334807694,0.0,0.148721246805501,0.09187279151943463,31.0,5425.1011636961,0,20.0,3696.0
61.68995653070323,0.0,74.2263563755426,0.0,0.0523350807099473,0.09187279151943463,26.0,2968.923904417966,0,23.0,339.0
93.72605246845906,0.0,28.74906505608233,0.0,0.5516273417623112,0.09187279151943463,28.0,1188.618371657336,0,16.0,7336.0
29.110952126687167,0.0,87.97490123616802,0.0,0.4373716971160694,0.06678700361010831,60.0,1655.4035366864275,0,5.0,3821.0
92.80654886759672,0.0,91.51966558306611,0.0,0.8116316605748345,0.11190053285968028,60.0,8506.615072886623,0,10.0,6459.0
25.86599842346839,0.0,64.88147183765918,0.0,0.109301438187612,0.09187279151943463,54.0,2501.448166040105,0,23.0,6102.0
86.27746866876797,0.0,91.08978012178302,0.0,0.3905478542777336,0.10288808664259928,23.0,8888.401113153379,0,18.0,2535.0
44.41256155017805,0.0,21.18834288713554,0.0,0.3273652660090506,0.11190053285968028,49.0,2844.2634817972985,0,16.0,3445.0
42.61604963725435,0.0,87.0560021663567,0.0,0.2618157341913865,0.06678700361010831,30.0,6247.406220281316,0,10.0,3274.0
58.277776313667054,0.0,17.384936565915645,0.0,0.8842143222103239,0.10245901639344263,44.0,9486.13210639468,0,5.0,3060.0
97.91489308803014,0.0,30.24572415204964,0.0,0.1146355857900583,0.06678700361010831,44.0,8057.078689146555,0,3.0,1868.0
89.15260581416086,0.0,26.87732310326113,0.0,0.0989021022221355,0.11190053285968028,37.0,4158.463268130468,0,8.0,3517.0
85.57201340634879,0.0,88.38089211149553,0.0,0.7235075732211842,0.06678700361010831,48.0,6956.769905355898,0,3.0,7232.0
86.99352953096681,0.0,71.91134462215952,0.0,0.25048875749865,0.06678700361010831,56.0,2084.300455074907,0,3.0,2134.0
62.32530633876364,0.0,60.71843997412825,0.0,0.6171012653213384,0.09187279151943463,62.0,5910.421208747858,0,0.0,5635.0
87.14501114057197,0.0,16.495064561571482,0.0,0.2550314483308789,0.10288808664259928,40.0,8433.3595930851,0,4.0,5677.0
76.57902374601737,0.0,17.68486771398029,0.0,0.5894315751922963,0.10288808664259928,42.0,1581.4826548488131,0,5.0,2082.0
34.54822393146746,0.0,92.8174979173556,1.0,0.731967529956135,0.10245901639344263,21.0,7667.454911624371,0,17.0,1939.0
79.57009159680375,0.0,67.85999850889218,0.0,0.7674746126582238,0.11190053285968028,52.0,49994.59982272616,0,1.0,2967.0
73.5589234161368,0.0,33.654062592426385,0.0,0.7727012391369621,0.09187279151943463,27.0,9862.259211333514,0,10.0,6444.0
21.218672521305955,0.0,94.53418147298076,0.0,0.53961717978041,0.10288808664259928,23.0,1412.353936868084,0,7.0,830.0
36.72271230512921,0.0,82.87698908661463,0.0,0.6652434540204852,0.06678700361010831,51.0,4807.517175742701,0,2.0,5706.0
84.36740501472622,0.0,47.02988404627116,0.0,0.7760525502644139,0.06678700361010831,32.0,3165.637527413719,0,22.0,2789.0
35.550508473128,0.0,71.17702085364554,0.0,0.4923617167199984,0.09187279151943463,45.0,1846.0056705393067,0,14.0,4792.0
43.01945453262168,0.0,64.02052252762468,0.0,0.6824618015610172,0.06678700361010831,45.0,1219.6490776670153,0,14.0,6782.0
20.960049110408946,0.0,90.4404776810092,0.0,0.108685140577892,0.06678700361010831,40.0,8832.746274784073,0,7.0,4795.0
49.74264997892517,0.0,47.41944617374411,0.0,0.2503935983397016,0.11190053285968028,49.0,5496.787486823505,0,20.0,4968.0
60.52279200648712,0.0,15.423416236626542,0.0,0.9006542195388931,0.06678700361010831,33.0,6028.411126247257,0,22.0,6162.0
79.32860985122177,0.0,58.53440715951247,0.0,0.1666576563678669,0.10288808664259928,41.0,2810.52390550609,0,21.0,2961.0
38.02983438894368,0.0,89.50105014355387,0.0,0.7873645718876873,0.06678700361010831,57.0,7925.087656444024,0,20.0,4318.0
25.16308398433084,0.0,57.941818666521904,0.0,0.554008584271206,0.09187279151943463,59.0,8521.36303428562,0,9.0,1263.0
70.29051896236759,0.0,38.265743198054615,0.0,0.9016618949365404,0.10288808664259928,45.0,6870.00862494722,0,23.0,2539.0
50.06932752325696,0.5,30.061050345061854,0.0,0.167596661264375,0.06678700361010831,57.0,7402.947978585478,0,9.0,4595.0
49.012133507913966,0.0,12.569232217110931,0.0,0.4663932761893202,0.10288808664259928,37.0,7019.494350237444,0,0.0,3768.0
88.08202774851205,0.0,96.95401698497038,0.0,0.7018673464241597,0.06678700361010831,50.0,6650.65838568889,0,22.0,2410.0
48.957350799476615,0.0,22.81985547260764,0.0,0.8359216508111296,0.11190053285968028,25.0,8047.543662399454,1,4.0,32.0
80.37631907155836,0.0,30.78554557282724,0.0,0.1434869073488489,0.10245901639344263,50.0,4061.336410053619,0,22.0,2292.0
52.18921219836025,0.0,27.24794166733259,0.0,0.2924385934946727,0.10245901639344263,60.0,7814.508806803699,0,22.0,5311.0
